tweet,label_emotion,label_sentimen,label_hate
jadi mayoritas pun juga hasil paksa bukan atas ingin sendiri memang benar banyak yang paksa agar lihat mayoritas jika tidak mau jadi mayoritas maka bakal sulit,sadness,netral,0
sampai era an kenal bangsa malu an muncul virus tidak tahu malu dan kembang hingga kini tuju jadi bangsa yang malu tangkap karena kriminal bahkan gaya selebritis di depan kamera badan bina ideologi pancasila harus mampu basmi virus ini apakah anda sudah rasa hasil kerja badan bina ideologi pancasila,anger,negatif,1
berharihari tidur jam jam terus kayak memang bawa saja tidak bisa tidur cepat tidak tahu kenapa padahal capek tapi gedebugan saja tidak bisa tidur,sadness,netral,0
terus dosenny enak ini ajak bicara terharuu tidak sih lagi bicara tesis suruh leyeh dulu ini malaikat kok turun jadi dosen sih subhanallah,happy,positif,0
di direct message marco simic pakai katakata senonoh marah tapi aku kirim pesan sudah lama minta kenal saja tidak pernah balas aduh mbak via vallen adalah begitu orang huhu,sadness,netral,0
hari ini beberapa jam yang lalu hening ku sentak seperti bungkam sesuatu lalu sadar ku aku tengah jatuh hati pada orang yang baru ku lihat foto nampaknya ia masih polos indah mata buat ku senyum sendiri,love,positif,0
hehehee pengepo juga ini alhamdulillah ada kabar baik sekali masih mlika seperti waktu kuliah kok hanya gendut saja sekarang kabar bagaimana ada dan kabar para mindis mindismu itu baik,happy,positif,0
bunga pada orang gadis yang sama dalam beberapa bulan akhir ini jarang ku rasa ini lucu aku tidak bisa henti jatuh hati pada,love,positif,0
hepibesdey mbak canteeeekk panjang umur sehat selalu serta mulia dan jadi pribadi yang jauh lebih baik tetap tel iya tapi jangan jadi simpenan orang,happy,positif,0
ngehek sekale unggah video dari jam malam jam pagi baru kirim ini pasti server nya tadi tidur terus sekarang lagi bangun buat sahur,sadness,netral,0
tidak di semua tempat kita boleh laksana salat salah satu di bangun yang diri untuk kafir salah satu gereja aku lindung kepada allah subhanahu wa taala dari goda setan yang kutuk hypertext transfer protocol over secure socket layer,fear,negatif,1
ini benar bikin reak balik kanan menang jejeritan waktu di rumah mbak di trihanggo malam cuci lanjut jemur di samping rumah dan kayak ada yang siul padahal gelap pas diamatin buset sugus kain mori nya sudah kusam mukaknya hita,fear,negatif,1
agak aneh banget malam rokok burhan tinggal di dasbor motor terus tidak aku apa apa aku taruh lagi terus kan sahur keluar sama iffa ke motekar eh balik tidak ada rokok aneh banget padahal las parkir dimotekar juga tidak ada yang dekat motor,fear,negatif,1
tidak di semua tempat kita boleh laksana salat salah satu di bangun yang diri untuk kafir salah satu gereja aku lindung kepada allah subhanahu wa taala dari goda setan yang kutuk,fear,negatif,0
minggu belum bapak tinggal agak sedikit buat bapak marah dan sesal adalah belum sempat minta maaf sampai bapak tinggal,sadness,netral,0
lega banget bisa ngelepas rindu yang sudah sangat dalam ya walaupun cuma jemput kamu di stasiun dan main cuma rumah saja but for me ini been sangat happy,happy,positif,0
kok aneh padahal honorer karyawan juga dan telah atur oleh undang undang tenaga kerja tentang hak dan wajib nya kayak bapak yang satu ini belum pernah lapang deh monitor sistem kerja di masing skpd,anger,negatif,1
sebab mundur adalah buah khianat di belakang pagar tribun kami terus suara untuk bangkit semangat main lapang ini suara kami,anger,negatif,1
mengepoi artis masa kini tertawa alhamdulillah sehat sibuk sama anak satu sibuk sama suami satu sibuk mau nikah rosa sibuk koreanan tertawa,happy,positif,0
ini benar banget dulu awal masuk kerja gaji belum berapa asa ngrasa cukupcukup saja sama butuh sekarang kenapa masih kurang saja,sadness,netral,0
beri bunga kepada orang yang nyinyir hidup adalah cara yang paling bahagia namun pasti bunga sebut sama pot nya saat kamu lempar astagfirullah,anger,negatif,1
saya adalah cewek yang galak sama sama cewek yang go publik pakai feeling tidak pakai otak egois bawa asa lebih semena tidak punya empati manja tidak pernah mau salah tidak responsible bahkan lempar tanggung jawab tunggu sama cowok yang gitu juga sih arti saya memang dasar galak saja wkwk,anger,negatif,1
pacar sama yang kerja sama sift itu jujur saja lumayan tidak ena saya libur dia berangkat saya berangkat dia libur sama sama libur tapi habis sift malam cape tapi jadi buat tantang sih kalau lihat orang pacar dengan mudah jalan tiap hari alias banyak bicara saya huhu,sadness,netral,0
pray for bla bla bla save bla bla bla emmm itu doa benar tidak apa cuma pansol tai sok gaya iba tapi apa ditanyain masalah yang kamu iba saja tidak tahu ooo biar kamu bilang orang paling care dunia begitu hem tapi kalau dunia maya ya tai,anger,negatif,1
moga tuhan senantiasa serta tiap langkah dan jadi hubung kita ini makin kuat dalam hadap segala uji hidup ini i love kamu,love,positif,0
pada ribut masalah via vallen ya kenapa sih tidak mau nyinyir aku adalah jadi orang main sepak bola bla bla bla eh enggak usah di screenshoot kalicoba saja kalau yang nge direct message orang biasa pasti tidak bakal bla bla bla itu nyinyir apa bau anyir anjing,anger,negatif,1
apa korelasi antara bulan puasa sama parkir kosong marenmaren saja saya buat emoshi tiap hari gara gara sulit banget dapat parkir gilir tidak bawa mobil kosyoong melomponggggg lyfe,anger,negatif,1
pacaranjamandulu baru jadi langsung ganti status di facebook pacar dengan kalau putus langsung saat itu juga ganti status di facebook lajang,happy,positif,0
makanya tutup aurat kamu kalau tidak mau di leceh anda pakai wangi wangi saja bila cium laki laki sekitar saja anda sudah tanggung dosa,anger,negatif,1
ini pada bego apa tidak paham sih kasih peluang kok bahkan di bagi ya persentase buat kamu kurang lah inti begini saja sih kamu dapat informasi karena kamu rajin dan ini hak kamu yang tidak rajin biar saja dia tidak ada usaha mau cari tahu,anger,negatif,1
ya sudah kamu ignore mbak via vallen saja karena yang aneh itu kamu bikin perempuan lain tidak berani speak up sama apa yang mereka rasa sama menstruasi tiap bulan tapi tidak punya empati sama sekali,anger,negatif,1
seram juga ya yang staf nya ingin nge direct message in fansite karena copyright infringement yang actually benar sih tapi langsung mati fansite culture,fear,negatif,1
berita via vallen dapat direct message dari main sepak bola yang kes goda atau sexual harassment lihat komennya pada bilang lebih dan tidak harus di publish karena hal seperti begitu biasa saja dan parah yang nyinyir perempuan juga miris,sadness,netral,0
kemarin lusa waktu break di kantin tiba bapak ceo duduk di samping dan cerita life after marriage nya ada satu hal unik yang beliau pesan ke saya jangan pernah hidup dengan mantan candu narkotika psikotropika dan obat larang dalam hati terima kasih god kamu saved me from the salah people,happy,positif,0
apa bentuk leceh tetap leceh alah begitu saja yaelah sudah biasa kali sadar tidak sih cat calling sudah masuk leceh lo,anger,negatif,1
sama email traveloka terus telfon call center cuma kali karena tidak faedah sama sekali terus akhir aku nyepam di facebook penuh maki sama garuda eh malemnya sudah masuk transfer wkwk gantung maskapai kayak soal saudara referensi,anger,negatif,1
ya lebih kalau dengar di sini cara langsung jengkel sekali mana suara speakernya itu grebek lengking ganggu sih lebih tepat itu adalah,anger,negatif,1
kptusan perintah mmbyr tidak jelas dan thrdisambut gmbira para pegawai negeri sipil dan pensiunpengamat jangan provokasipresiden telah bantu rakyatjgn disalahkancari celah upaya hukumwong bantu rakyat kok impeachmentbantu cari solusijgn ancam,anger,negatif,1
syarat seperti apa yang benar minta traveloka apa tidak bisa beri informasi lebih detail apakah karena alamat tidak sesuai kartu tanda duduk gaji kurang besar muka kurang tampan dan dengan kalimat kurang untung kok kesan jadi kayak undi,anger,negatif,1
aku tidak membenco hujan sore itu aku hanya kecewa dia pergi saat mentari mulai sinar lenyap seperti kisah dan kamu masihtentangjuni ceritakaa,sadness,netral,0
aku tidak benci hujan sore itu aku hanya kecewa dia pergi saat mentari sinar lenyap seperti kisah dan kamu masihtentangjuni ceritakaa,sadness,netral,0
akhir ini rasa sendiri terus iya sih tidak ada uang yang bisa diharapin masing punya hidup dan sibuk masing sekadar untuk cerita saja susah sahabat memang susah nyarinya jadi syukur yang punya sahabat dikalan happy dan susah namun mereka selalu ada di sisi kita,sadness,netral,0
benar kubu sama saja suka mempolitisir agama apalagi lurah wiro sableng parah begitu nasib bangsanegara yang tidak lewat abad cerah tidak bisa pindah on dari agama,anger,negatif,1
aneh ada wanita dilecehin dan lawan bahkan dibully yang ini itu tapi gilir dia atau ibu saudara perempuan dilecehin ngamuknya kayak surup setan neraka dan yang bully korban banyak perempuan juga ajaib savewoman saveviavallen,anger,negatif,1
sejak dulu kala tidak pernah minat dengan acara jenis ini acara cuma tertawa tidak cerdas buang waktu tidak manfaat kok tidak malu ya bikin acara seperti begitu,anger,negatif,1
ketika kamu anggap sexual harrassment itu wajar arti kamu lnte alias kamu senang kalau ada yang ngelecehin kamu via vallen speak up itu sudah tindak yang paling benar turut saya bagai warning ke laki lain tidak semua cewek bisa laku begitu speakup timesup,anger,negatif,1
donggo ini yang benar pecah belah negara satu republik indonesia kenapa tidak di tindak mana badan bina ideologi pancasila,anger,negatif,1
cerita malam mau bubar eh dia banyak tugas mau jumpa telah itu eh motor bawa sepupu dan akhirnyaaaa jumpa jam tengah dengan mata merah mukacapek antuk siaaaan saya terima kasih kamu,happy,positif,0
kalau saya bagai cewektuk beri tahu juga ke rang orangnih cowok yang suka gampangin cewekjd biar ciwi di luar sn yang baik waspadakl yang memang suka begitu ya serah yaorg biasa tidak populer juga ada kok yang bikin sep,anger,negatif,1
akhir selang beberapa lama saya kalah juga lebih tepat kalah karena telah mundur beberapa langkah belakang pov nya lebih clear dan saya bisa analisa lebih fokus dan well shit evidence nya lama ini papar di muka cuma saya nya saja yang bego tidak sadar,sadness,netral,0
senang saja rasa digodain anak sambil bayang dia qasidahan dengan syair yang dia twit kayak iklan yang lagi viral itu haha,happy,positif,0
selamat selamat ya adik cewek ke atas lahir putri yang ke saya bagai kakak turut suka cita syukur senang sudah beri selamat allah subhanahu wa taala dalam prosesing salin putri ke nya malam kakak doa moga putri ke nya jadi putri yang shalihah,happy,positif,0
selamat pagi generasi tik tok yang kadang kepala suka minta getok bukan ingin cekcok tapi mau ajak kamu seruseru an yang faedah di rabumenggebu ozmatasapi,happy,positif,0
hadeee bicara sesat pikir kayak mbak ini tidak sadar pikir soal verbal harrasment benar cermin dari tweet dia lama ini emang anak suka digodain pakai titit bagaimana dong kalau vv dan mayoritas cewek tidak satu selera sama kamu harus terima begitu harus diam,anger,negatif,1
bahagia dong ajak jalan ke mal suruh jajan dan yang pertama di jajanin sih mungil kemudian galau lihat baju ungu cantik kalau bilang ingin itu sih diiyain saja sama dia tetapi emak harus waras sedikit,happy,positif,0
nama hijrah itu orang baik pindah tuju ke ke tempat yang lebih baik kalau rizieq orang yang buat sangat buruk lari diri bukan hijrah ke negara orang lain,anger,negatif,1
banyak orang marah karena bilang partai adil sejahtera lahir koruptor besar kata itu oknum goblok terlalu oknum laku untuk kelas kroco kalau kelas kakap apalagi presiden kok oknum memang dia bisa dapat projek tiputipu kalau bukan karena presiden partai,anger,negatif,1
biasa kalau lagi ada masalah ada teman cerita entah kenapa sekarang jadi susah sedang benar lelah suruh bikin sanlat tapi pikir sendiri dari hulu ke hilir walaupun dibantuin satu bapak tapi dia sibuk kerja,sadness,netral,0
hal terbege lama minggu ini adalah aku sudah hidup alarm di jam weker dan jam handphone namun aku hanya bangun untuk mati lalu tidur kembali dan ujung bangun siang oke syap,sadness,netral,0
terbege lagi adalah tadi sudah alarm jam tengah sudah keluar kamar buat bangun teman eh teman tidak bangun terus ke kamar lagi eh tidur bangun pas azan subuh belum sahur oke syap,sadness,netral,0
tidak perlu minta maaf juga kali beda perspektif adalah wajar yang lebih adalah hapus tweet tawar bukan bela simic juga tapi lama vv tidak lapor pulisi bahwa dia sudah jadi korban leceh adalah itu masih tetap urus private mereka bdua di direct message gimana awa,anger,negatif,1
bikin status di media sosial cuma jelek pacarnacewek macam apa itugiliran di beri hadiah di ajak jalan tidak di bikin status muntahin ajan,anger,negatif,1
kabar baik ku pagi ini dapat tagih uang giat sekolah untuk tahun dan umum naik spp hem ukk nya saja belum selesai baik lebaran tidak sah jajan dan jalan di rumah saja,sadness,netral,0
salah banget sudah pagi play hourglass ya ampun akan mellow hari ingin one aku cape missqueen tapi kalau pikir pisah sama kalian itu ewhh,sadness,netral,0
kok ngabalin di sebut tokoh tidak salah itu hidung tambah besar sebentar toko sorban kali ya,anger,negatif,1
perempuan macam mana lah yang opini bisa goblok itu astaga banyak beri free ke cowok lain kali ya jadi biasa saja gitu gila sih kesal baca saya,anger,negatif,1
happy birthday sari all the best sehat selalu sukses cita cinta moga sari dan keluarga selalu lindung tuhan amin,happy,positif,0
tinggal my partner mudik fight sendiri terus jadi tiap malam tapi alhamdulillah ada saja yang bantu gooks maksi banget brother free kopi dulu ya,happy,positif,0
ri siap naik harga bbmemang rakyat mau apa kalau bahan bakar minyak naikmau beli sukurtdk beli ya terserahmau demo sila jika ingin dicidukpmrintah kok lawan,anger,negatif,1
sedang jadi orang teman yang pas kuliah dulu sering banget maki jokowi perintah ini itu lah jokowi ini itu ngechat saya dan tanya bagaimana sih tipsnya biar lolos tes calon pegawai negeri sipil,anger,negatif,1
ku syukur pas tonton fm boleh ngerekam pakai handphone yang tidak boleh kamera profesional saja wkwk tengkyu mecima bando juga suruh lepas semua yang sebal ya cuma orang yang ngerekam tidak pakai hati saja tidak usah ngerekam lewat tinggi kepala kamu kali serakah amat,anger,negatif,1
sebentar bung saya tertawa dulu haha ini gempa lokal bung jadi potensi tsunami juga tsunami lokal tidak perlu risau,happy,positif,0
kamu hujat dia sama saja kamu biar sexual harassment rajalela bodoh dilecehin bahkan suruh marah tolak makimaki ya tidak mempan buat laku sexual harassment yang laku via vallen pengaruh karir sih simic ya sudah risiko simic lah bodoh,anger,negatif,1
ajar juga buat para main bola yang lain biar kamu tidak sembarang sama perempuan tidak perlu asa kalian punya kontol paling bagus di dunya ini sehingga kalyan bebas itu rasa tidak ada perempuan yang bisa tolak apalagi speak up ketika rasa leceh kalyan,anger,negatif,1
terkadang dekat dengan sahabat pacar itu perlu untuk sekadar curah hati kalau lagi tengkar kan ya sofi tahun nah tapi pacar teman aku kadang curhatnya suka tidak tahu diri kesal sama pacar aku yang marah ku sleding juga kalian nanti,anger,negatif,1
semua warga ntt suka atau tidak tentu banyak antara kita tidak tuju klaim pihak tidak pantas dari di bagai tuhan nusa tenggara timur bahkan caci maki karena berani kritisi tim sukses vbl amp,anger,negatif,1
puncak marah paling tinggi bukan lagi maki namun ketika orang tidak peduli sama sekali bahkan saat kamu coba cari perhati dia sudah tidak mau tahu sedikit pun,anger,negatif,1
bulan puasa di jepang ku minta masak untuk buka makan indonesia hasil imam dari pakistan beberapa jamaah minta tambah untuk sahurrrr,happy,positif,0
kepentok sedikit langsung kereboot otomatis bbnya kalau sudah terlalu lambat dan nekan apa tidak bisa ya jalan satu copot batrenya biar restart lagi produk gagal memang itu merek tapi di masa ramai pula yang bondong untuk beli handphone itu hany,sadness,netral,0
banyak mnm air putih malam ini ya sama kalau bisa tambahkn garam sedikit supaya tensi mama naik habis itu langsung istrahat saja lah ya besok pagi mama check up ke dokter supaya lebih pasti diagnosa dan pengobatanny cepat sembuh ya sayang,love,positif,0
habit acak daulat negara satu republik indonesia lalu kabur ini to yang bilang rendah hati dari sudut mana kecoak ini mel,anger,negatif,1
ya padahal asyik main nexian messenger nxm dulu juga sempat chatingan bareng raditya dika wlwlw habis nexian koid terus alih mana bebe,happy,positif,0
benar tidak ada yang salah yang salah cuma moodku lagi tidak bagus jadi semua lihat tidak benar dari dulu selalu saja moodku yang suka berubahubah ini yang jadi masalah,sadness,netral,0
i want bb ku yang lama balik the bb kepler putih aku cuma mau lihat chat histori ku waktu kelas cuma mau baca ulang sekali lagi saja tidak apa i ingin know apa did i miss,sadness,netral,0
warga pak jalan di daerah kami rusak parah tolong baik perintah sudah ada yang celaka belum gara gara jalan rusak warga belum ada perintah kalau begitu tunggu saja dulu sampai ada yang celaka,anger,negatif,1
suara untuk tahun jangan harap suara kami jika para dewan dukung bubar komisi berantas korupsi lebih baik bubar dewan wakil rakyat,anger,negatif,1
yang kesal lagi ini kalau ada klien tanya fee jawab benar lalu kaget lah kamu bayar dokter cuma konsultasi hitung menit rela bayar mahal lah sama psikolog mana ada konsultasi cuma menit jam saja sudah bagus kalau ketemu akar masalah hhhh,anger,negatif,1
sedang apa juga repot cari jawab kalau tidak sudah cukup tidak perlu dijelasin macam orang kalau sudah benci tutup itu mata dan telinga urus begitu saja kok repot,anger,negatif,1
dari pada baru kesal kesal lebih baik baru resep makan buat buka dan sahur tapi sebentar takut jadi ada yang kesal negatifthinking astagfirullah barunikah,sadness,netral,0
mkaa jangan maki orang kalau enggak mau dikatainjaga itu oceh gilir ejek bla bla bla baca itu siapa yang maki,anger,negatif,1
ensenang indramayu pakde moga ada pintu tol yang dekat dengan pusat kota indramayu untuk mudah akses tol cipali indramayu lalu tol cipali tapi warga sulit untuk bisa nikmat last but not least saja klalen mangan pindang gombyang ndas manyung pakde,happy,positif,0
tolong dong tingkat lagi layan gara kurir tidak masuk paket jadi lambat di antar lagi lagi yang masalah itu jnt cabang paskal bandung ini sih gara olshopnya cuma ada jnt kalau ada kirim lain tidak mau pakai jnt layan selal,anger,negatif,1
terlalu banyak salah yang sudah aku buat untuk almarhum hingga jelang ajal pun aku masih bentak dan marah pada beliau moga beliau sudi maaf aku,sadness,netral,0
memang bodoh kamu ini kafir saya bilang masyumi lawan partai komunis indonesia zaman soekarno soekarno yang bubar masyumi zaman soeharto masyumi di izin kembali he anjiang rok ang lai bisa baco ang jiang,anger,negatif,1
foto bareng di nikah teman bareng pakboss juga lihat sih mas makin kurus dan lihat sedang sakit selang bulan chat dia perihal kerja dan he said lagi sakit dan rawat di rumah sakit,sadness,netral,0
bung ini saya aku i jago bagai komentator dan analis balbalan salah satu yang baik di sini tapi nalar dan logika soal harrasment ke via vallen dangkal picik dan malu betul,anger,negatif,1
soekarno yang bubar masyumi lai jaleh adik ang jiang masyumi lawan partai komunis indonesia soekarno bela partai komunis indonesia zaman sih jok atau bos mega anak soekarno bubar hati alas sama waktu bubar masyumi,anger,negatif,1
bung ini saya aku jago bagai komentator dan analis balbalan salah satu yang baik di sini tapi nalar dan logika soal harrasment ke via vallen dangkal picik dan malu betul,anger,negatif,1
pulang sekolah ceplokin terus makan bakso saja sudah cukup dulu adalah simpel itu boro mau ada pansosan era instagram jadi ajang hebat ini kamu bikin otak remaja tidak sehat,sadness,netral,0
bagus job jadwal kereta arah bogor sangat beranta harus tidak seperti ini di jam gin,anger,negatif,1
kalau ingat hari itu worst banget sih betul memang lagi usaha buka hati buat orang lain karena yaduuu cape banget tunggu orang tahun tidak dapat eh sekali dapat sial part,sadness,netral,0
ngomong-ngomong kemarin senin saya tolol banget lagi antri di starbucks mbak panggil atas nama kak roy saya tertawa ketika depan orang lain nanaon ieumah ingat roy kiyoshi,sadness,netral,0
harus kamu ajar dari kasus lama kamu untung itu tidak usut harus kamu kapok dan ajar dari tementemen kamu yang sudah rasa jatuh,anger,negatif,1
teman ruang bilang mas ini ada benjol cuma di saraf kepala dan lusa telah dapat kabar di iccu dia akhir pindah ke awat dan baru tahu sih mas kena meningitis,sadness,netral,0
sedih aku itu baca komennya pada jahat banget antara mau nyumpahin biar pada rasa tapi kesiannnn karena ya begitu emang tidak enak mau tahu asa saya telah jadi itu langsung rasa tidak harga tidak baik malu minder dan masih banyak lagi apalagi emang saya orang trauma,sadness,netral,0
nah maksud yang dilecehin verbal kayak saya dan mbak via vallen saja bisa marah dan semalu itu apalagi yang sudah sampai tahap perkosa ya makanya biar tidak sampai tahap akhir itu siapa emang harus berani speak up mau kecil apa tindak leceh biar laku pada mulai pikir,anger,negatif,1
selalu sinis dan tegur kumpul bapakbapak di kelas doktoral saya kalau sudah jokes sexual yang arah harassment orang abuse really tidak ada korelasi deh sekolah tinggi sama perilaku ini,anger,negatif,1
aku ingat ketika kita masih saling canda tertawa kisah kita tulis dalam carik kenang paling harga kamu dan aku sama dalam satu kata cinta tapi sayang lagilagi semua hanya kenang yang tidak mungkin ulang terimakas,sadness,netral,0
pancasila diuangin tunjang hari raya dipaksain didik jual otak dikandangin kampus disatronin periode batal batalinperiode,anger,negatif,1
benar baca komenkomen di instagram via vallen jadi macam miniatur mentalitas bagi orang indonesia dalam sikap leceh seksual baik verbal atau fisik,sadness,netral,0
kesal banget sama pak sekdes ribuuuut minta kirim foto batik pas sudah kirim bahkan tidak buka malas banget mau buka chat yang lain terlalu banyak,anger,negatif,1
ya arti aku dosa dong masalah ibu aku kalau suruh gue beli kopi tidak ditanyain kmbaliannya ya sudah aku inisiatif saja tabungin,fear,negatif,1
dan ya ini sama kasus gitasav juga sih sama case different reaction saja di kasus gitasav orang salah fokus sama cara gitasav respons helm tapi di kasus via ada juga sih yang salah fokus sama grammatical error nya via sempat banget sih,anger,negatif,1
ya iya aku kira kerja hari ini nyata tanggal terus sudah di tempat kerja bengong dong kok gedung pakai graduation sial kan saya sudah dandan,anger,negatif,1
sistem sudah canggih dan inovasi baru lagi yang kita lihat dengan segala mudah untuk rakyatterima kasih pak jojowi dan tims kabinet sukses selalu dan sehat,happy,positif,0
well jujur saya keluar air mata waktu dengar kabar ini bakal bubar banyak kesan yang bisa saya dapat di sini bisa tertawa bareng bareng diskusi sama ya walaupun batas chat di grup line tidak ada sepah sepuh fan di sini karena semua sama dan tuju,sadness,netral,0
tidak ada guna pit against another women utama yang sudah dapat laku tidak senang mungkin dulu wanita tidak punya hati dan empati ini juga leceh namun instead of dia lawan bahkan anggap senang kecewa on them,anger,negatif,1
dear wanita yang anggap speak upnya via vallen itu norakkampungan benar mungkin anda itu yang patut kasihan karena mungkin anda dulu pernah leceh namun karena anda tidak berani speak up nah nobody cares for kamu ini your own fault dan do not blame others for your lack of empati,anger,negatif,1
ini kenapa jadi kesan jadi via vallen lawan persija sih ini wanita lawan sexual harassment oi jangan bahkan bikin kesan persija dukung sexual harassment simic memang bicara sembarang dan layak dapat ganjar tapi saya yakin karir bola tidak bakal ke ganggu uno saja tetap jadi wakil gubernur kan,anger,negatif,1
anda jokowi kalah sudah pasti hati bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yang minoritas tekan lebih baik pisah diri dari negara satu republik indonesia untuk itu harus tetap jokowi,anger,negatif,1
sedih mereka putus mantan paling asyik mereka bukti kalau cewek cowok baik saling sayang tipe masing tapi bisa saja udahan hubung kalau sudah tidak cocok tidak harus ada yang salah,sadness,netral,0
yang aku kenal sudah nikah itu anak listrik mantan teman sih dan udah punya anak sedang ku masih tunggu wisuda ini memang udah pada masa nikah atau bagaimana sih ya,sadness,netral,0
tunggu drama lanjut kalau perlu pakai jasa bocah yang masih polos orang lanjut usia fakir miskin plus adegan peluk dan tangis,sadness,netral,0
jahat banget mbaknyasemoga mbak tidak jadi korban sexual harrasment juga ya mbak biar tidak rasa bagaimana rasa di leceh wah kesal baca ingin bilang tolol ke sih mbak,anger,negatif,1
ya allah tuhan ku saya tidak kuat baca komentar tentang via vallen di akun dia sama gosip instagram rasa mau menang saja rasa lihat akun cowok pada enteng banget anggap masalah yang cewek bisa tega itu julidnya,sadness,netral,0
logika saja kata tapi twitnya mutermuter di situ saja pakai banding nikita mirzani dan uang muka lagi yaelah kecoak terbang,anger,negatif,1
lorenzo sudah cukup puas bisa laku sesuatu yang rossi tidak bisa yaitu juara sama ducati tahun depan ke honda untuk bisa juara di pabrikan syukur bisa juara dunia lagi,happy,positif,0
hati lah rek gemetar bagaimana begitu tonton apalagi cermat lirik begini yang tidak punya rasa arema sejati adalah tak akan rasa,sadness,netral,0
kurang rakus apa kita masih belum datang piza laginadianti pasta piza,happy,positif,0
iya ya kok saya bodoh sih dana jatuh lubang yang sama tertawa tidakkuat ini saya begini melulu capai,sadness,netral,0
jengjeng nyanyi pakai okulele simak oh simak susah amat sih kamu,sadness,netral,0
godan shoping yang kutuk kesal,anger,negatif,1
haha norak kamu ancam nya ngereport spam segala,anger,negatif,1
anak nevolone marah gara gara anton,anger,negatif,1
kurang erti bisa cinta bisa juga benci namun tidakpernah mau kenal,sadness,netral,0
pasti dong semangat ya finis muda ajar ict nya olvyt,happy,positif,0
sore kak rica sudah makan kan di semangat terus ya kak,happy,positif,0
amin mokasih iya enak selamat ulang tahun ada adek sukses selalu di,happy,positif,0
hore hihi momen sekali ya capai sih tapi senang,happy,positif,0
tertawa iya deh sudah tidur saja bapak bagen sehat tertawa,happy,positif,0
punya tiket gratis tonton di blitz tapi tidakada yang ajak tonton ginidah angus,sadness,netral,0
habis manis sepah buang omong manis ujung ujung cuma drama saja,sadness,netral,0
malam ada tonton belah saya pas lagu parklife dia sing alongnya benar wasweswoswasweswos parklife,happy,positif,0
oke terima kasih,happy,positif,0
alhamdulillah tmksh tiara untuk to cantik dart avatar oy,happy,positif,0
dari dulu saya pacar cuma dapat rugi dan sekarang sudah bayar dengan bahagia yang luar biasa terima kasih alah engkau memang adil,happy,positif,0
oke lupa saya saja ya urus adekan kamu saja gih,anger,negatif,1
lagu ini kayak lagi hit sangat memang enak sih ensenang just give me a reason by pnk at karas rom,happy,positif,0
hayuk ah ikut biar ramai lihat acara waisak ikut,happy,positif,0
udara dukung sangat buat makan habis itu tidur hem o,happy,positif,0
samasama ya terima kasih terima kasih fan selamat jadi anak rumah di,happy,positif,0
selamat sore raper tampan,happy,positif,0
mkasih aji selamat ulang tahun,happy,positif,0
ini wasit kemarin pimpin nya bagus sekarang apa,anger,negatif,1
enak sekali apalagi bin saya bakso di makan bakso yang pedas sangat enak kali ya,happy,positif,0
tertawa oke baik di,happy,positif,0
oh yang sabar ya video anime saya ran banyak sangat yang ke hapus,sadness,netral,0
salah saya apa ya hem,sadness,netral,0
sakit memang lepas orang yang kita sayang namun jangan salah jauh lebih sakit kalau kita tahan dengan orang yang salah ouw,sadness,netral,0
yaelah cuma beban saja lagi kalau cowok saya beban tapi saya tahu itu cuma teman saya coba erti kenapa sih kamu dendam sangat sama saya,anger,negatif,1
sekarang adalah belum bisa sengir masih stay sama emot itu memang kenapa sih kalau suatu sat us kayak tidakhappy begitu suatu sat saya bahagia,sadness,netral,0
he iya masih sakit fir,sadness,netral,0
ngotak tidakusah pakai emosi egois bangsat,anger,negatif,1
nungu bis haha tidakenak tol kebun jeruk tomang,sadness,netral,0
tertawa makanya jujur sayang jangan bohong tertawa jangan satu bohong di jual lagi hayo,anger,negatif,1
lawan saya adalah pasti menang saya nya ta tidakenak bapak,happy,positif,0
makan salah tidakmakan juga lebih salah mau apa sih ini tengorokan,sadness,netral,0
teman kamu yang sudah tusuk kamu dari belakang bahkan alem anda mulut saya bocor sudah tengkar kali kamu ber sayngnya saya gabakat ngaduan,anger,negatif,1
dunia ini memang keras kalau hadap dengan lembek ya tidakusah hidup,anger,negatif,1
jauh dalam hati saya cemburu dengan dekat kamu sama dia itu great kep positif thinking,sadness,netral,0
sifat kamu itu buruk banget,anger,negatif,1
hapy weding sri rori jadi keluarga kecil di dalam tuhan god bles us,happy,positif,0
iya kamu orang egois,anger,negatif,1
kamu kalau jadi cewek jangan mau tahu urus orang kenapa ah dweilah apansi tertawa apa o cukup,anger,negatif,1
percuma balik jakarta bilang juga tidakada yang ajak main pas di yoyakarta saja banyak yang ajak main pas saya di sini mana banyak bicara kamu saja,anger,negatif,1
gagal aniv yaks sabar iya jangan galau,sadness,netral,0
tft nur indah wkwk senang ya di,happy,positif,0
enak dong enak itu bapak hapy lunch late,happy,positif,0
hanya kamu yang bisa buat aku jadi gila buat aku jatuh cinta karena tidak ada yang lain seperti,love,positif,0
yang penting tidakngejer cowok orang iya padahal sudah jelas tolak mentah,anger,negatif,1
okok yung eciye seperti mau curah hati sms saja iya wahaha tragedi apa ini serius amat seperti,happy,positif,0
tidakenak sangat bada ingin pulang tapi kerjan masih banyak ya,sadness,netral,0
umur tahun omong kayak tante tahun saya lebih suka sama bocah sekolah dasar yang masih culun dan polos,sadness,netral,0
pusing guweh,sadness,netral,0
